Partner ID,Brand,Category,Sub-Category,Product Titles,SKU,Partner SKU
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7440 (2014) Laptop With 14-Inch Display, Intel Core i5 Processor/4th Gen/4GB RAM/500GB HDD/Intel HD Graphics 4400 English Silver",N70029460V-1,N49272763AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 (2016) Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/32GB RAM/1TB SSD/Intel Integrated Shared Graphics English Black",N70029461V-1,N49798376AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5450 (2015) Laptop With 14-Inch Display, Intel Core i5 Processor/5th GEN/8GB RAM/256GB SSD/520 Integrated HD Graphics English Black",N70029473V-1,N44887047AMax
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3180 (2017) Laptop With 11.6-Inch Display,Intel Celeron N3060 Processor/3rd Gen/4GB RAM/32GB SSD/256MB Intel HD Graphics 400 English Black",N70029485V-1,N51438099AMax
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7490 (2020) Laptop With 14-Inch Display, Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N70029510V-1,N52005474AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7480 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/16GB RAM/256GB SSD/Intel HD Graphics English Black",N70029520V-1,N53361729AMax
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3180 (2017) With 11.6-Inch Display, Intel Celeron N3060 Processor/6th Gen/2GB RAM/16GB SSD/Intel HD Graphics 400 English Black",N70029521V-1,N53372819AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7400 (2018) Laptop With 14-Inch Display, Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/Windows 10 Pro English Black",N70029523V-1,N51630067AMax
74949,DELL,Electronics,Laptops,"Renewed- Chromebook 11 3180 Laptop With 11.6-Inch Display, Celeron N3060 Processor/2GB RAM/16GB eMMC Flash/Intel HD Graphics 400 English Black",N70029532V-1,N52015770AMax
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3180 Laptop With 11.6-Inch Display,Intel Celeron N3350 Processor/4GB RAM/128GB SSD/Intel HD Graphics/ English Black",N70029535V-1,N53351128AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 3189 (2019) Convertible 2-In-1 Laptop With 11.6-Inch Touchscreen Display,Intel Pentium N4200 Processor/4Gb Ram/128Gb Ssd/Integrated Graphics English Grey",N70029538V-1,N51994068AMax
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E5580 (2019) Laptop With 15.6-Inch Display,Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/Ã¢â‚¬Å½Nvidia GeForce MX130 Graphics English Black",N70029541V-1,N52005472AMax
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7280 Laptop With 12.5-Inch Display,Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/64MBÃ¢â‚¬Å½Intel HD Graphics 520 English Black",N70029542V-1,N52005493AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5270 (2016) Laptop With 12.5-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N70029548V-1,N53334095AMax
74949,DELL,Electronics,Laptops,"Renewed - Inspiron 15-3593 Laptop - 10th Generation Intel Core i3-1005G1, 16GB RAM,480GB SSD,UHD Graphics, HD Anti -Glare Led, Windows 10 English/Arabic Black",N70029550V-1,N53353483AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5470 Laptop With 14.1-Inch Display, Intel Core i5/6th Gen/8GB RAM/256GB SSD/530MB Intel UHD Graphics/Windows 10 Pro English Black",N70029557V-1,N53361221AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5450 (2015) Laptop With 14-Inch Display,Intel Core i7 Processor/5th Gen/8GB RAM/256GB SSD/520 Integrated HD Graphics English Black",N70029560V-1,N53378675AMax
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E5590 (2020) Laptop With 15.6-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N70029562V-1,N53384640AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 Laptop With 14-Inch HD Display,Core i7 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N70029563V-1,N53386814AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Business Laptop With 14-Inch Display,IntelCore i5 8th Generation/16GB RAM DDR/512GB SSD/620MB Intel UHD Graphics/Windows 10 Pro English Black",N70029571V-1,N53430440AMax
74949,DELL,Electronics,Laptops,Renewed - Latitude E7490 Laptop With 14-Inch Display/IntelCore i7 Processor 8th Generation/8GB RAM/256GB SSD/620MB Intel UHD Graphics/Windows 10 Pro English Black,N70029583V-1,N53361196AMax
74949,DELL,Electronics,Laptops,"Renewed - Dell Ltitude 5490 8th Generation Business Notebook Laptop Intel Core i5 8GB DDR4 RAM 256GB SSD , 14.1 Inch Display, Windows 10 Pro English Black",N70029585V-1,N53357467AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 3189 2 In 1 Laptop With 11.6-Inch Touchscreen Display,Intel Celeron Processor/4GB RAM/128GB SSD/Windows 10 English Black",N70029587V-1,N53359173AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 3189 2 In 1 Laptop With 11.6-Inch Touchscreen Display,Intel Celeron Processor/4GB RAM/128GB SSD/Windows 10 English Black",N70029588V-1,N53359214AMax
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 11 3180 (2017) Laptop With 11.6-Inch Display,Intel Celeron N3060 Processor/3rd Gen/4GB RAM/16GB SSD Intel HD Graphics 400 English Black",N70029595V-1,N53377281AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Business Laptop With 14-Inch Full HD Display,Core i7-8665U Processor/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English/Arabic Black",N70029599V-1,N53383245AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7280 Busines Laptop With 12.5 Inch Display,Intel Core i5/6th Generation/8GB DDR4 RAM/256 SSD/Intel HD Graphics 520/Windows 10 Pro English Black",N70029624V-1,N53399799AMax
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5470 Laptop With 14.1-Inch Display,IntelCore i5 Processor/6th Gen/8GB RAM/500GB HDD/Windows 10 Pro English Black",N70030064V-1,N53361346APremium
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5470 Laptop With 14.1-Inch Display,IntelCore i5 Processor/6th Gen/8GB RAM/500GB HDD/Windows 10 Pro English Black",N70030066V-1,N53361346APlus
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5470 Laptop With 14.1-Inch Display,IntelCore i5 Processor/6th Gen/8GB RAM/500GB HDD/Windows 10 Pro English Black",N70030067V-1,N53361346ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5285(2 in 1) Laptop With 12.3-Inch Display,Core i5/8GB RAM/256GB SSD/Windows 10 Home English Black",N70030069V-1,N53387713APremium
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5285(2 in 1) Laptop With 12.3-Inch Display,Core i5/8GB RAM/256GB SSD/Windows 10 Home English Black",N70030072V-1,N53387713APlus
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5285(2 in 1) Laptop With 12.3-Inch Display,Core i5/8GB RAM/256GB SSD/Windows 10 Home English Black",N70030073V-1,N53387713ABasic
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7280 (2020) Laptop With 12.5-Inch Touchscreen Display, Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/â€ŽIntel HD Graphics 520 English Black",N70030180V-1,N52005489APremium
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7280 (2020) Laptop With 12.5-Inch Touchscreen Display, Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/â€ŽIntel HD Graphics 520 English Black",N70030181V-1,N52005489APlus
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7280 (2020) Laptop With 12.5-Inch Touchscreen Display, Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/â€ŽIntel HD Graphics 520 English Black",N70030206V-1,N52005489ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7300 Laptop With 13-Inch Full HD Display,Core i5 8365U Processor/8GB RAM/256GB SSD/Intel UHD Graphics/Windows 10 English Black",N70030261V-1,N53383244ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 (2016) Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N70030265V-1,N52350051APremium
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7280 (2017) Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/4GB RAM/128GB SSD/Intel HD Graphics Black English Black",N70030266V-1,N53335299APremium
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7480 Laptop With 14.1-Inch Display, Intel Core i5/6th Gen/8GB RAM/512GB SSD/520MB Intel UHD Graphics/Windows 10 Pro English Black",N70030276V-1,N53361217APremium
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7280 (2017) Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/4GB RAM/128GB SSD/Intel HD Graphics Black English Black",N70030279V-1,N53335299APlus
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 (2016) Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N70030280V-1,N52350051APlus
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7280 (2017) Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/4GB RAM/128GB SSD/Intel HD Graphics Black English Black",N70030283V-1,N53335299ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7270 (2016) Laptop With 12.5-Inch Display, Intel Core i7 Processor/6th GEN/8GB RAM/256GB SSD/520 Integrated HD Graphics English Black",N70030284V-1,N44887045ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 (2016) Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N70030300V-1,N52350051ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7480 Laptop With 14.1-Inch Display, Intel Core i5/6th Gen/8GB RAM/512GB SSD/520MB Intel UHD Graphics/Windows 10 Pro English Black",N70030303V-1,N53361217ABasic
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5179 2 in 1 Laptop With 10.8-Inch Touch Screen Display, Core m5/6th Gen/8 GB RAM/256 GB/Windows 10 Pro English Black",N70031640V-1,PSKU_74949_49988572952867387477_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5500 With 15.6-Inch Full HD Antiglare Display, Core i5-8265U Processor/8GB RAM/256GB SSD/Intel UHD Graphics 620 English/Arabic Black",N70045042V-1,PSKU_74949_31331480720740675028_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5510 Profesional With 15.6-inch Full HD Display,Core i5-10300U Processor/Quad Core/10th Gen/16GB RAM/512GB SSD/Intel Iris Xe Graphics/Windows 11/International Version English Silver",N70048368V-1,PSKU_74949_89840157167614174635_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5310 Laptop With 13-Inch Toucscreen,Intel Core i5 Processor/10th Gen/Quad Core/16GB RAM/512GB SSD/Intel UHD Graphics English/Arabic Silver",N70052534V-1,PSKU_74949_35911627441457918502_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7240 2014 Laptop With 12.5-inch Display,Intel Core i5 Processor/Quad Core/16GB RAM/256GB SSD/intel HD Grapichs English Black",N70052852V-1,PSKU_74949_07753176981346816275_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5570 Buisness Laptop With 15.6-Inch Display,Intel Core i7 Processor/6th Generation/16GB RAM/512GB SSD/AMD Radeon R7 M370 2GB Graphics/Windows 10 Pro English/Arabic Black",N70064013V-1,PSKU_74949_13532951312531957121_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Laptop With 14-Inch Touch Screen Full HD Display,Core i7-8665U Processor/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70072008V-1,PSKU_74949_98641626521251437142_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5580 Laptop With 15.6-Inch Display,Intel Core i5 Processor/7th Gen/8GB RAM/512GB SSD/Intel HD Graphics/Windows 10 Arabic Black",N70077648V-1,PSKU_74949_19717842245808455464_X
74949,DELL,Electronics,Laptops,Renewed - Latitude 7290 laptop With 12.5-inch Full HD Display Core i7/8th Gen/8GB RAM/256GB SSD/Intel HD Graphics/Windows 10 English Black,N70087265V-1,PSKU_74949_79789401796008211787_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i5 Processor/8th Gen/8GB RAM/512GB SSD/Intel UHD Graphics 620/Windows 10 Pro English Black",N70087407V-1,PSKU_74949_76821893367622815048_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7420 With 14-Inch FHD Display,Intel Core i5/11th Gen/16GB DDR4 RAM/512GB SSD/Windows 10 Pro English Black",N70088876V-1,PSKU_74949_35044145822636528544_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7410 With 14-Inch FHD Touch Display,Core i5/Dual Core/10th Gen/8GB RAM/512GB SSD/Windows 10/Intel HD Graphics English Black",N70088907V-1,PSKU_74949_69136049829896133117_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5300 Laptop With 13.3-Inch Touch Screen Display,Intel Core i5/Quad Core/8th Gen/8GB RAM/256GB SSD/Windows 10 pro English Black",N70093616V-1,PSKU_74949_11923639709854801269_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 9420 Notebook With 14-Inch Display,Core i7-1185G7/Quad Core/11th Gen/16GB RAM/256GB SSD/Intel Iris XE Graphics/Windows 10 Pro English/Arabic Carbon Fiber",N70100682V-1,PSKU_74949_41792479987942087978_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 9420 2-in-1 Convertible With 14-Inch Touch Screen Display,IntelCore i7-1185G7/10-Core/1185G7/16GB RAM/512GB SSD/Windows 10 Pro English/Arabic Titan Grey",N70100692V-1,PSKU_74949_85237562504442980591_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 9000 9520 Laptop With 15-Inch FHD Display,Core i7/10-Core/11th Gen/16GB RAM/1TB SSD/Windows 11 Pro English/Arabic Black",N70100709V-1,PSKU_74949_70195006686049297514_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7490 Laptop With 14-Inch Touchscreen Full HD Display,Core i5/Dual Core/8th Gen/8GB RAM/512GB SSD/Windows 10/Intel HD Graphics English/Arabic Black",N70108768V-1,PSKU_74949_77338680280096323023_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7490 Laptop With 14-Inch Touchscreen Full HD Display,Core i5/Dual Core/8th Gen/16GB RAM/1TB SSD/Windows 10/Intel HD Graphics English/Arabic Black",N70108779V-1,PSKU_74949_30490687742327384803_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5250 With 12.5-Inch Display,Core i3 i3-3120M/5th Gen/Dual Core/4GB RAM/500GB HDD/Intel HD Graphics/Windows 10 English Black",N70112071V-1,PSKU_74949_36654690389778500331_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7550 Laptop With 15.6-Inch Display,Intel Core i7/10th Gen/32GB RAM/512GB SSD/NVIDIA QUADRO RTX 3000 4GB/Windows 10 Pro English Silver",N70121791V-1,PSKU_74949_41111412248549977946_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5320 2-in-1 Convertible Laptop With 13.3-Inch FHD x360 Touch Display,Core i5/Quad Core/11th Gen/8GB RAM/256GB SSD/Windows 10 English Titan Grey",N70122022V-1,PSKU_74949_50109889348893706057_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5320 2-in-1 Convertible Laptop With 13.3-Inch FHD x360 Touch Display,Core i5/Quad Core/11th Gen/8GB RAM/256GB SSD/Windows 10 English Titan Grey",N70122025V-1,PSKU_74949_12362332009901954177_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 Laptop With 13.3 Inch Touch Screen Display,Intel Core i7/8th Gen/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70135613V-1,PSKU_74949_55149234395425334006_X
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3180 With 11.6-Inch Display,Intel Celeron N3060 Processor/Dual Core/6th Gen/4GB RAM/16GB SSD/Intel HD Graphics 400/Chrome OS English/Arabic Black",N70135643V-1,PSKU_74949_03393077261099730129_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5420 Touchscreen Laptop With 14.1-Inch Touchscreen Display,Core i7-1185G7/11th Gen/16GB RAM/512GB SSD/Iris Xe Graphics/Windows 11 Pro English Black",N70136246V-1,PSKU_74949_63539479495019583025_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5410 Laptop With 14-Inch FHD Touchscreen Display,Core i7-10610U/10th Gen/16GB RAM/512GB SSD/Windows 10 Pro English Grey",N70136258V-1,PSKU_74949_08806507351807401428_X
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7000 7320 Detachable Laptop With 13-Inch Display,Core i5-1140G7/11th Gen/Quad Core/8GB RAM/256GB SSD/Intel Iris XE Graphics/Windows 11 English Titan Grey",N70143017V-1,PSKU_74949_14958347225556187977_X
74949,DELL,Electronics,Laptops,"Renewed - XPS 13 9380 Laptop With 13.3-Inch Display,Core i7 Processor/Quad Core/16GB RAM/512GB SSD/Windows 10/Intel UHD Graphics 620 Silver",N70162750V-1,N35647577AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5290 (2-in-1) Laptop With 12.3-inch Touch Display,Core i7/8th Gen/16GB RAM/256GB SSD/Intel HD Graphics English Black",N70162755V-1,N70052582VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Laptop With 14-Inch Touch Screen Full HD Display,Core i7-8665U Processor/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70162756V-1,N70072008VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7400 Laptop With 14-Inch Display,Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/Windows 10 Pro English Black",N70162759V-1,N51630067AMAX1
74949,DELL,Electronics,Laptops,Renewed - Latitude E7490 Laptop With 14-Inch Display/IntelCore i7 Processor 8th Generation/8GB RAM/256GB SSD/Windows 10 Pro Black,N70162760V-1,N53361196AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 Laptop With 13.3-Inch Display,Core-i7-8650U/16GBRAM/512 SSD/Windows 10 English/Arabic Black",N70162762V-1,N53428860AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5580 Laptop With 15.6-Inch Display,Intel Core i5 Processor/7th Gen/16GB RAM/512GB SSD/Intel HD Graphics/Windows 10 English Black",N70162765V-1,N70077653VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5490 Laptop With 14-inch Full HD Display,Core i7/8th Gen/8GB RAM/256GB SSD/Intel HD Graphics/Windows 10 English Black",N70162766V-1,N70087214VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i5 Processor/8th Gen/8GB RAM/128GB SSD/Intel UHD Graphics 620/Windows 10 Pro English Black",N70162767V-1,N70087409VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5480 (2017) Laptop With 14-Inch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics 620 With English/Arabic Keyboard English/Arabic Black",N70162770V-1,N50281392AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude e7470 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/8GB RAM/256GB SSD/Windows 10 English Black",N70162771V-1,N51630293AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5470 Laptop With 14.1-Inch Display, Intel Core i5/6th Gen/4GB RAM/256GB SSD/530MB Intel UHD Graphics/Windows 10 Pro Black",N70162774V-1,N53361219AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7270 Laptop With 12-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM SSD/256GB SSD/Intel Graphics Black",N70162888V-1,N53361275AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 3189 2 In 1 Laptop With 11.6-Inch Touchscreen Display,Intel Celeron Processor/8th Gen/Dual Core/4GB RAM/128GB SSD/Windows 10 English Black",N70162906V-1,N53359173AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Business Laptop With 14-Inch Full HD Display,Core i7-8665U Processor/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70162907V-1,N53383245AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7470 Laptop With 14-Inch HD Display,Core i7 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N70162910V-1,N53386814AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620/Windows 10 Pro English Black",N70162911V-1,N70071721VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3120 Laptop With 11.6-Inch Display,Intel CeleronProcessor/2nd Gen/2GB RAM/16GB SSD/256MB Intel HD Graphics English Black",N70162915V-1,N51438097AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3100 With 11.6 Inch Display,Celeron N4020/4GB RAM/16 GB SSD/Chrome OS/Intel HD Graphics English Black",N70162916V-1,N53368947AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7400 Laptop With 14-inch Full HD Display,Core i7/8th Gen/16GB RAM/512GB SSD/Intel HD Graphics/Windows 10 English Black",N70162925V-1,N70087211VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E5440 Laptop With 14-Inch Display,Intel Core i5 Processor/4th Gen/8GB RAM/256GB SSD/Intel HD Grpahics Black",N70162930V-1,N49481364AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 3100 With 11.6 Inch Display,Celeron N4000/Dual Core/4GB RAM/32GB EMMC/Chrome OS/Intel HD Graphics English Black",N70162942V-1,N70133436VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 11 3189 2NN30 Convertible Laptop With 11.6-inch IPS Touchscreen Display,Intel Celeron Processor/4 GB RAM/16 GB eMMC/Intel HD 400 Graphics Black",N70162943V-1,N36639359AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E7280 Laptop With 12.5-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Windows 10 English Black",N70162944V-1,N70002135VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Lattidue E7470 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English Black",N70162950V-1,N52005479AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Chromebook 11 3189 2NN30 Convertible Laptop With 11.6-inch IPS Touchscreen Display,Intel Celeron N3060 Processor/4GB RAM/32GB SSD/Chrome OS/Intel HD 400 Graphics English Black",N70162951V-1,N70013908VMAX1
74949,DELL,Electronics,Laptops,"Renewed - All-in-One Desktop OPTIPLEX 7450 AIO With 23-Inch Display,Intel Core i5 Processor/7th Gen/Dual Core/8GB RAM/240GB SSD/Windows/ English Black",N70162953V-1,N53401636AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5420 Laptop With 14-Inch Full HD Display,Core i7 1185G7 Processor/11th Gen/16GB RAM/512GB SSD/Intel Iris Xe Plus Graphics/Windows 10 English Silver",N70162957V-1,N70083547VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Business Laptop With 14-Inch Display,IntelCore i5 8th Generation/16GB RAM DDR/512GB SSD/620MB Intel UHD Graphics/Windows 10 Pro Black",N70162962V-1,N53430440AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude E6430 (2013) Laptop With 14-Inch Display,Intel Core i5 Processor/3rd Gen/8GB RAM/256GB HDD/Integrated Graphics English Black",N70162966V-1,N49798873AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5480 Laptop With 14-Inch FHD Display,Intel Core i5 Processor/7th Gen/8GB RAM/1TB HDD/Intel HD Graphics Black",N70162967V-1,N53361247AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Lattitude 5289 Multi Touch Screen 2 in 1 Laptop With 12.6-Inch Full HD Display,Intel Core i7 Processor/7th Gen/16GB RAM/256GB SSD/Windows 10 Pro English/Arabic Silver",N70162973V-1,N53409277AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5310 (2020) Laptop With 13-Inch Toucscreen,Intel Core i5 Processor/10th Gen/Quad Core/16GB RAM/512GB SSD/Intel UHD Graphics English/Arabic Silver",N70162982V-1,N70052534VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 (2019) 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics English Black",N70162983V-1,N53337969AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5320 2-in-1 Convertible Laptop With 13.3-Inch FHD x360 Touch Display,Intel Core i5/Quad Core/11th Gen/8GB RAM/256GB SSD/Windows 10 English Titan Grey",N70162989V-1,N70122025VMAX1
74949,DELL,Electronics,Laptops,"Renewed - All-in-One Desktop Optiplex 3240 With 21.5-Inch FHD Display,Core i5/6th Generation/8GB RAM/240GB SSD English Black",N70162993V-1,N53414240AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5500 Laptop With 15.6-Inch Display,Intel Core i5 Processor/8th Generation/16GB RAM/256GB SSD/Intel UHD Graphics 620/Windows 10 Pro English Black",N70162995V-1,N70064012VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7240 (2014) Laptop With 12.5-Inch Display, Intel Core i7 Processor/4th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N70162999V-1,N53334134AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7420 Laptop With 14-Inch FHD Display,Intel Core i7 1165G7/Quad Core/11th Gen/16GB RAM/512GB SSD/Integrated Iris Xe Graphics/Windows 10 Pro English/Arabic Black",N70163001V-1,N70100694VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Laptop With 15.6-Inch Display Screen,5500 Core i7/8th Generation/8GB RAM/256GB SSD/Windows 10 English Black",N70163011V-1,N53427512AMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 5320 2-in-1 Convertible Laptop With 13.3-Inch FHD x360 Touch Display,Core i5/Quad Core/11th Gen/8GB RAM/256GB SSD/Windows 10 English Titan Grey",N70163012V-1,N70122022VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7410 Notebook With 14-Inch Display,Intel Core i5/10th Gen/Quad Core/16GB RAM/256GB SSD English Black",N70163013V-1,N70069237VMAX1
74949,DELL,Electronics,Laptops,"Renewed - Latitude 7390 Laptop With 13.3 Inch Touch Screen Display,Intel Core i7/8th Gen/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70163020V-1,N70135613VMAX1
