Partner ID,Brand,Category,Sub-Category,Product Titles,SKU,Partner SKU
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 7 GPS 45mm Blue Aluminium Case With Sport Band Blue,Z2E6F139AF2B4DA363918Z-1,N51220172APremium
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS 41mm Starlight Aluminium Case With Sport Band Starlight,Z3C50B794843DCA00D384Z-1,N51219500ACpo
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 7 GPS + Cellular 7 45mm Midnight Aluminium Case With Sport Band Midnight,Z3EF3E5D10F7F4CB67035Z-1,N51219497APremium
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS + Cellular 7 45mm Midnight Aluminium Case With Sport Band Midnight,Z4865CB30E13B80AF7498Z-1,N51219497ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS + Cellular 45mm Aluminium Case With Sport Band Blue,Z637B6E10A51D94B9D67BZ-1,N51220159ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 8 GPS 45mm Starlight Aluminium Case Sport Band Starligt,Z6BAAD14CE9D4F048C205Z-1,N53349195ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS 41mm Space Gray Aluminium Case With Black Sport Band,Z7540B8CA686D688223D5Z-1,N51220167ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS 45mm Blue Aluminium Case With Sport Band Blue,Z83B0982A8E7A97E57B07Z-1,N51220172ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 8 GPS 45mm Midnight Aluminium Case Sport Band Midnight,Z98193D891BDE4EE1031DZ-1,N53349205ACpo
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 6-40 mm GPS Space Gray Aluminum Case with Sport Band Black,Z99043F585494D28A2B8DZ-1,N40559302APremium
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 7 GPS + Cellular 41mm Starlight Aluminium Case With Sport Band Starlight,ZBFF1392F552D5A6ED4E9Z-1,N51219488ACpo
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 7 GPS + Cellular 41mm Starlight Aluminium Case With Sport Band Starlight,ZC108F9652FAE74BE714FZ-1,N51219488APremium
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 7 GPS 41mm Starlight Aluminium Case With Sport Band Starlight,ZCDE7B14F98147F6A458BZ-1,N51219500APremium
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 8 GPS 45mm Starlight Aluminium Case Sport Band Starligt,ZD5A81F2DEE98DB075675Z-1,N53349195APremium
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 6-44 mm GPS Blue Aluminium Case with Sport Band Blue,ZDF0639C94B4CA6A992DAZ-1,N40559284ACpo
47461,Apple,Electronic Accessories,Smartwatches,Certified Pre OwnedWatch Series 6-40 mm GPS Space Gray Aluminum Case with Sport Band Black,ZE5AA505B6D73D4986063Z-1,N40559302ACpo
47461,Apple,Electronic Accessories,Smartwatches,Renewed - Watch Series 7 GPS + Cellular 45mm Aluminium Case With Sport Band Blue,ZEF0C8F14496E57799898Z-1,N51220159APremium
47461,DELL,Electronics,Laptops,"Renewed - Latitude E5450 Laptop With 14-Inch Display,Intel Core i5 Processor/5th GEN/8GB RAM/256GB SSD/520 Integrated HD Graphics English Black",N44887047A,PSKU_47461_62922157405666055864_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude P80F 5510 Laptop With 15.6-Inch Display, Intel Core i7 Processor/10th Gen/16GB RAM/1TB SSD/Integrated Graphics Silver",N48476602A,PSKU_47461_87362759357076863225_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 3380 Laptop With 13.3-Inch Display,Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics Gunmetal",N48668685A,PSKU_47461_07021286349090389733_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7290 Laptop With 12.5-Inch Display, Intel Core i7 Processor/8th Gen/16GB RAM/256GB SSD/Integrated Graphics Black",N48954908A,PSKU_47461_56253400307350634802_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7290 Laptop With 12.5-Inch Display, Intel Core i7 Processor/8th Gen/16GB RAM/256GB SSD/Integrated Graphics Black",N48954914A,PSKU_47461_83849663795486000058_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/256GB SSD/Intel Integrated Shared Graphics Black",N49798227A,PSKU_74949_09709216822086447732_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/512GB SSD/Intel Integrated Shared Graphics Black",N49798228A,PSKU_74949_55761734580688069513_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/1TB SSD/Intel Integrated Shared Graphics English Black",N49798229A,PSKU_74949_91967712629524078464_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5480 (2017) Laptop With 14-Inch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics 620 With English/Arabic Keyboard English/Arabic Black",N50281404A,PSKU_47461_09342445317512081179_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7470 With 14-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel Integrated Shared Graphics Black",N50687451A,PSKU_74949_25748942805647311875_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E5540 Laptop With 15.6-Inch Display,Intel Core i5 Processor/4thGen/8GB RAM/256GB SSD/Intel HD Graphics 4400 Black",N51209653A,PSKU_47461_40049370248486147334_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E5570 Laptop With 15.6-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 Black",N51209655A,PSKU_47461_45237632486686765302_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5300 Laptop With 13.3-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/512GB SSD/Ã¢â‚¬Å½Intel UHD Graphics 620 Black",N51209692A,PSKU_47461_26934997987686006890_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5300 Laptop With 13.3-Inch Display, Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/â€ŽIntel UHD Graphics 620 Black",N51209693A,PSKU_47461_28696236691406923996_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5500 Notebook Laptop With 15.6-Inch Display, Intel Core i5 Processor/8th Gen/16GB RAM/512GB SSD/â€ŽIntel UHD Graphics 620 Black",N51209697A,PSKU_47461_32431086810564772240_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E5570 (2017) Laptop With 15.6-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 Black Black",N51209828A,PSKU_47461_71217089693929364518_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5300 (2019) Laptop With 13.3-Inch Display, Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/â€ŽIntel UHD Graphics 620 Black",N51209938A,PSKU_47461_07392671596649040081_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5500 (2019) Notebook Laptop With 15.6-Inch Display, Intel Core i5 Processor/8th Gen/8GB RAM/512GB SSD/â€ŽIntel UHD Graphics 620 Black",N51209943A,PSKU_47461_66359731731600358479_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude E5470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/128GB SSD/1.7GB Intel HD Graphics 520 English Black",N51438085A,PSKU_74949_41191464659323356049_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7270 Ultrabook Laptop With 12-Inch Display,Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English Black",N51552090A,PSKU_74949_08964059700997449508_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7400 Laptop With 14-Inch Display,Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/Windows 10 Pro English Black",N51630067A,PSKU_47461_08918550400753096045_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7300 Laptop With 13.3-Inch Display,Intel Core i7 Processor/8th Gen/16GB RAM/512GB SSD/Intel HD Graphics English Black",N51630108A,PSKU_47461_99275417429996035931_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude e7470 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/8GB RAM/256GB SSD/Windows 10 English Black",N51630293A,PSKU_74949_45680898095516304653_X
47461,DELL,Electronics,Laptops,"Refurbished - Lattidue E7490 Laptop With 14-Inch Display, Intel Core i7 Processor/8th Gen/8GB RAM/256GB SSD/Windows 10 Pro English Black",N52005469A,PSKU_74949_73378218951870936021_X
47461,DELL,Electronics,Laptops,"Refurbished - Lattidue E5490 Laptop With 14-Inch Display,Intel Core i7 Processor/8th Gen/8GB RAM/256GB SSD/Nvidia GeForce MX130 Graphics English Black",N52005471A,PSKU_74949_71209970167522926970_X
47461,DELL,Electronics,Laptops,"Refurbished - Lattidue E5580 Laptop With 15.6-Inch Display,Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/Nvidia GeForce MX130 Graphics English Black",N52005472A,PSKU_74949_58006421625266579981_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7440 Laptop With 14-Inch Display,Intel Core i7 Processor/4th Gen/8GB RAM/256GB SSD/Intel HD Graphics 4400 English Black",N53286206A,PSKU_47461_45007846236516359206_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5270 Laptop With 12.5-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53334095A,PSKU_47461_48750598653426984266_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5280 Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/8GB RAM/128GB SSD/Intel HD Graphics English Black",N53334104A,PSKU_74949_26778585364030518365_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5280 Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53334105A,PSKU_74949_28503229430840602899_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7270 (2016) Laptop With 12.5-Inch Display, Intel Core i7 Processor/6th Gen/4GB RAM/500GB HDD/Intel HD Graphics Black English Black",N53334584A,PSKU_74949_55463230878653106222_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7440 (2014) Laptop With 14-Inch Display,Intel Core i5 Processor/4th Gen/8GB RAM/500GB HDD/Intel HD Graphics English Black",N53334621A,PSKU_47461_09191487496431636915_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7440 (2014) Laptop With 14-Inch Display, Intel Core i5 Processor/4th Gen/8GB RAM/128GB SSD/Intel HD Graphics Black English Black",N53334623A,PSKU_47461_44443443657815984312_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 6430 (2012) Laptop With 14-Inch Display, Intel Core i5 Processor/3rd Gen/8GB RAM/256GB SSD/Intel HD Graphics Black English Black",N53334728A,PSKU_47461_36443247821041580456_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7480 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53335098A,PSKU_74949_32330104410114853630_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7280 Laptop With 12.5-Inch Display,Intel Core i5 Processor/7th Gen/4GB RAM/128GB SSD/Intel HD Graphics English Black",N53335299A,PSKU_74949_42570170271976499284_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7280 Laptop With 12.5-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53335300A,PSKU_74949_79051539200228968560_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7240 Laptop With 12.5-Inch Display,Intel Core i5 Processor/4th Gen/4GB RAM/256GB SSD/Intel HD Graphics English Black",N53335334A,PSKU_74949_47222819855856475302_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7240 Laptop With 12.5-Inch Display, Intel Core i7 Processor/4th Gen/8GB RAM/128GB SSD/Intel HD Graphics English Black",N53335342A,PSKU_74949_88248498713514045049_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7390 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics English Black",N53337969A,PSKU_74949_93241615568077600089_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 7390 2-in-1 Laptop With 13.3-Inch Touchscreen Display,Intel Core i7 Processor/8th Gen/8GB RAM/512GB SSD/Intel UHD Graphics English Black",N53337970A,PSKU_74949_95357169757034954678_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5290 2 in 1 Convertible Laptop With 12.3-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53339850A,PSKU_74949_89095404799531860422_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude E7390 With 13.3-Inch Touchscreen FHD Display,Intel Core i5 8350U Processor/8GB RAM/256GB SSD/Intel UHD Graphics English Black",N53351141A,PSKU_47461_99744105579927687959_X
47461,DELL,Electronics,Laptops,Renewed - Latitude E7490 Laptop With 14-Inch Display/IntelCore i5 Processor 8th Generation/8GB RAM/1TB SSD/620MB Intel UHD Graphics/Windows 10 Pro Black,N53361198A,PSKU_74949_07285161558439303633_X
47461,DELL,Electronics,Laptops,Renewed - Latitude 5400 Business Laptop With 14-Inch Display/IntelCore i5 8th Generation/4GB RAM DDR/512GB SSD/620MB Intel UHD Graphics/Windows 10 Pro Black,N53361200A,PSKU_47461_06666219099281065925_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Laptop With 14-Inch Display,IntelCore i5 Processor/8th Gen/16GB RAM/500 GB HDD/620MB Intel UHD Graphics/Windows 10 Pro Black",N53361334A,PSKU_47461_48443975648574622156_X
47461,DELL,Electronics,Laptops,"Renewed - Lattidue E7290 Laptop With 12.5-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N53361702A,PSKU_74949_70349466848156244547_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7450 Laptop With 14-Inch Display,Intel Core i7 Processor/5th Gen/8GB RAM/256GB SSD/Intel HD Graphics 5500 English Black",N53361724A,PSKU_47461_35927797188141122261_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7480 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/16GB RAM/256GB SSD/Intel HD Graphics English Black",N53361729A,PSKU_74949_31155344432051895148_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7480 Laptop With 14-Inch Display,Intel core i5/6th Gen/8GB DDR4 RAM/256GB SSD/Intel HD Graphics/Windows 10 Pro English Black",N53372137A,PSKU_74949_41115441626269197348_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7250 With 12-Inch HD Display,Core i7 5600U Processor/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53375428A,PSKU_47461_70332761288782970890_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7450Laptop With 14 Inch Display,Intel Core i7 Processor/5Th Gen/8GB RAM/256 GB SSD/Intel HD Graphics 5500 English Black",N53375430A,PSKU_47461_57718279388304249209_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5490 With 14-Inch FHD Display,Core i5 7300U Processor/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53375431A,PSKU_74949_41552442717301901784_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7270 With 12-Inch HD Display,Core i7 6600U Processor/8GB RAM/256GB SSD/Intel HD Graphics English Black",N53375432A,PSKU_74949_59668911302570865416_X
47461,DELL,Electronics,Laptops,"Renewed - Lattidue E5590 Laptop With 15.6-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N53384640A,PSKU_47461_23224902867920211270_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5470 Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N53397493A,PSKU_74949_67320115939813163426_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7470 Laptop With 14-Inch Display, Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N53397494A,PSKU_74949_92493281678187696921_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Windows 10 English/Arabic Black",N53397503A,PSKU_74949_36949385724852442172_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English/Arabic Black",N53397504A,PSKU_74949_66357249033972495993_X
47461,DELL,Electronics,Laptops,"Refurbished - Lattidue E7480 Laptop With 14-Inch Display,Intel Core i7 Processor/6th Gen/8GB RAM/256GB SSD English Black",N53401472A,PSKU_74949_40643903160732345818_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7270 With 12.5 Inch HD Display,Core i5 Processor/6th Generation/8GB Ram/256GB SSD/Intel HD Graphics English Black",N53401614A,PSKU_74949_50346509493245216285_X
47461,DELL,Electronics,Laptops,"Refurbished - Latitude 5290 Laptop With 12.5-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD English Black",N53402547A,PSKU_74949_05917180244625260909_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7400 Laptop With 14-Inch Display,Intel Core i5 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics English/Arabic Black",N53407068A,PSKU_74949_26384860040579376293_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Laptop With 14-Inch Display,Intel Core i7 Processor/8th Gen/8GB RAM/256GB SSD/Intel UHD Graphics English/Arabic Black",N53407085A,PSKU_47461_25821698416331319913_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5450 Laptop With 14-Inch Display,Intel Core i7 Processor/5th Gen/8GB RAM/256GB SSD/Nvidia Geforce 840M 2G Graphics English/Arabic Black",N53407091A,PSKU_47461_51811434544428043906_X
47461,DELL,Electronics,Laptops,"Renewed - Lattidue E7280 Laptop With 12-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/512GB SSD//Windows 10 pro English Black",N53411459A,PSKU_74949_53513299315709907019_X
47461,DELL,Electronics,Laptops,"Renewed - Lattidue E7470 Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/16GB RAM/512GB SSD/Windows 10 pro English Black",N53411466A,PSKU_74949_91155673665746169588_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7480 Laptop With 14-Inch Display,Intel Core i7 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics 620 English/Arabic Black",N53427055A,PSKU_74949_17487237527779555462_X
47461,DELL,Electronics,Laptops,"Renewed - Laptop With 15.6-Inch Display Screen,5500 Core i7-8th Generation/8GB RAM/256GB SSD/Windows 10 English Black",N53427503A,PSKU_47461_09924946399262731285_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7490 Laptop With 14-Inch Display,Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N53428044A,PSKU_74949_34658806970989888459_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7490 Laptop With 14-Inch Display,Intel Core i5 Processor/8th Gen/16GB RAM/256GB SSD/Intel UHD Graphics 620 English Black",N53428047A,PSKU_74949_18314341523799306715_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7390 Laptop With 13.3-Inch Display,Core-i7-8650U/16GBRAM/512 SSD/Windows 10 English/Arabic Black",N53428860A,PSKU_74949_07181434105907602350_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7390 Laptop With 13.3-Inch Display, Core i5-8350U/8 GB RAM/512 SSD/Windows 10 English/Arabic Black",N53428861A,PSKU_74949_60444394130917365531_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5400 Business Laptop With 14-Inch Display,IntelCore i5 8th Generation/16GB RAM DDR/512GB SSD/620MB Intel UHD Graphics/Windows 10 Pro Black",N53430440A,PSKU_74949_42913702582498566273_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7270 Ultrabook Laptop With 12-Inch Display,Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics 520 English Black",N70003481V-1,PSKU_74949_62218777497652929061_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 6440 Laptop With 14-Inch Display, Intel Core i5 Processor/4th Gen/8GB RAM/256GB SSD/Intel HD Graphics 4600 English/Arabic Black",N70003490V-1,PSKU_47461_74130351804010014706_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7280 Laptop With 12.5-Inch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel HD Graphics 620 English/Arabic Black",N70003491V-1,PSKU_74949_57441231378632013225_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5420 Laptop With 14-Inch FHD Display,Intel Core i5-11th Gen Processor/16 GB DDR 4 RAM/512 GB SSD Hard/Windows 10 Pro English Silver",N70013765V-1,PSKU_47461_61869311957353789920_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5410 Laptop With 14-Inch FHD Display,Intel Core i5-10th Gen Processor/16 GB DDR 4 RAM/512 GB SSD Hard/Windows 10 Pro English Silver",N70013776V-1,PSKU_74949_11801560448463579965_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7420 Laptop With 14-Inch FHD Display,Intel Core i5-11th Gen Processor/16 GB DDR 4 RAM/512 GB SSD Hard/Windows 10 Pro English Silver",N70013779V-1,PSKU_47461_27432511697858155665_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7420 Laptop With 14-Inch FHD Display,Intel Core i5-11th Gen Processor/16 GB DDR 4 RAM/512 GB SSD Hard/Windows 10 Pro English Silver",N70013788V-1,PSKU_47461_02280675207011733785_X
47461,DELL,Electronics,Laptops,"Renewed - Laptop With 15.6-Inch Display Screen,5500 Core i7-8th Generation/8GB RAM/256GB SSD/Windows 10 English Black",N70031555V-1,PSKU_47461_83770096991191720359_X
47461,DELL,Electronics,Laptops,"Renewed - Laptop With 12.5-Inch Display Screen,7270 Core i7-6th Generation/8GB RAM/256GB SSD/Windows 10 English Black",N70031628V-1,PSKU_74949_41832718296536000406_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5410 Notebook With 14-Inch Display,Core i5 i5-10210U/10th Gen/1.6GHz Quad-core (4 Core)/8GB RAM/256GB SSD English Grey",N70037012V-1,PSKU_74949_95429027388305146016_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7490 Notebook With 14-Inch Display,Core I5 I5-8350U 8th Gen/8GB RAM/256GB SSD/Windows 10 Pro English black",N70037020V-1,PSKU_74949_99453329898762851335_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5490 Notebook With 14-Inch FHD Display,Core i5- 8250U/8th Gen Quad-Core/16GB RAM/256GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70044265V-1,PSKU_74949_61638713626999982185_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7490 Notebook With 14-Inch Full HD Display,Core i7-8650U/8th Gen/Quad-Core/16GB RAM/256GB SSD/Windows 10 Pro English Black",N70044266V-1,PSKU_74949_82722016606144531240_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7480 Notebook With 14-Inch HD Display,Core I7 I7-7600U/7th Gen/Quad-Core/8GB RAM/256GB SSD/Intel UHD Graphics/Windows 10 Pro English Black",N70044268V-1,PSKU_74949_21233871029638485731_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5410 Laptop With 14-Inch Toucscreen,Intel Core i5 Processor/10th Gen/Quad Core/16GB RAM/512GB SSD/Intel UHD Graphics English/Arabic Silver",N70052535V-1,PSKU_74949_46170444018398322866_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7320 Laptop With 13-Inch Display,Intel Core i7 Processor/11th Gen/Quad Core/16GB RAM/512GB SSD/Intel Iris Xe Graphics English/Arabic Black",N70052536V-1,PSKU_47461_84847182359588269434_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5290 (2-in-1) Laptop With 12.3-Inch Touch Display,Core i5/8th Gen/8GB RAM/256GB SSD/Intel HD Graphics English Black",N70052583V-1,PSKU_74949_54000471189307506574_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude E7280 2017 Laptop With 12.5-inch Display,Intel Core i5 Processor/Quad Core/16GB RAM/128GB SSD/intel HD 620 Grapichs English Black",N70052860V-1,PSKU_74949_14226414710010593920_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5510 Laptop With 15.6-Inch Display,Intel Core i7 Processor/10th Generation/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 Pro English Silver",N70064009V-1,PSKU_47461_02232031138417549661_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5501 Laptop With 15.6-Inch Display,Intel Core i7 Processor/9th Generation/16GB RAM/512GB SSD/Intel UHD Graphics 630/Windows 10 Pro English Black",N70064011V-1,PSKU_74949_38610635094397773056_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5500 Laptop With 15.6-Inch Display,Intel Core i5 Processor/8th Generation/16GB RAM/256GB SSD/Intel UHD Graphics 620/Windows 10 Pro English Black",N70064012V-1,PSKU_47461_67421668001496696816_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5590 Laptop With 15.6-Inch Display,Intel Core i7 Processor/8th Generation/16GB RAM/512GB SSD/NVIDIA GeForce MX130 2GB Graphics/Windows 10 Pro English/Arabic Black",N70064052V-1,PSKU_47461_64664476453658993916_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5590 Laptop With 15.6-Inch Display, Core i5 Processor/16GB RAM/1TB SSD/Intel Integrated Graphics English Black",N70064136V-1,PSKU_47461_75705961969346312563_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 5270 () Laptop With 12.5--Inch Display,Intel Core i7 Processor/6th Gen/Dual Core/8GB RAM/256GB SSD/Intel HD Graphics/Windows 10 English Black",N70064633V-1,PSKU_47461_29592206272276725273_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7400 () Laptop With 14--Inch Display,Intel Core i7 Processor/8th Gen/Dual Core/16GB RAM/256GB SSD/Windows 10 Pro English Black",N70064636V-1,PSKU_47461_23290664706449325652_X
47461,DELL,Electronics,Laptops,"Renewed - 7390 Laptop With 14-Inch HD LED Display,Core i5-8265U/DDR4/Quad Core/8th Gen/8GB RAM/512GB SSD/Windows 10 English/Arabic Black",N70065066V-1,PSKU_74949_37282208438870771046_X
47461,DELL,Electronics,Laptops,"Renewed - Latitude 7400 (2-in1) Laptop With 14-Inch Full HD Touch Display,Core i5/Dual Core/8th Gen/16GB RAM/256GB SSD/Windows 10/Intel HD Graphics English Black",N70065082V-1,PSKU_47461_42570340320509254309_X
